order_id,customer_id,order_date,status,total_amount
O0014922,C007862,2026-02-03 06:16:00,completed,8606.66
O0014923,C007421,2026-01-27 09:55:00,refunded,12335.52
O0014924,C001037,2026-03-15 04:31:00,completed,2421.47
O0014925,C000610,2026-01-07 11:04:00,completed,3947.83
O0014926,C007269,2026-01-30 13:30:00,completed,6715.15
O0014927,C008632,2026-03-02 04:14:00,completed,3618.74
O0014928,C005368,2026-05-05 14:29:00,completed,10629.02
O0014929,C006421,2026-04-21 11:20:00,completed,5589.34
O0014930,C009134,2026-04-29 08:43:00,pending,6852.36
O0014931,C000065,2026-01-17 09:09:00,completed,10244.54
O0014932,C002847,2026-02-03 09:01:00,completed,3695.56
O0014933,C009413,2026-03-10 16:39:00,completed,989.4
O0014934,C006492,2026-02-07 20:26:00,completed,16701.66
O0014935,C007596,2026-06-10 19:59:00,completed,16306.5
O0014936,C005096,2026-06-05 21:27:00,pending,501.2
O0014937,C002038,2026-02-23 20:39:00,completed,17258.79
O0014938,C001496,2026-05-29 05:55:00,completed,1035.52
O0014939,C003188,2026-06-03 21:04:00,completed,8710.53
O0014940,C003268,2026-06-28 17:34:00,completed,9866.58
O0014941,C007475,2026-06-11 00:21:00,completed,6947.92
O0014942,C000517,2026-04-02 17:57:00,completed,9153.84
O0014943,C002660,2026-03-27 13:44:00,completed,10455.64
O0014944,C006256,2026-04-14 04:53:00,completed,7768.12
O0014945,C003373,2026-06-06 05:56:00,refunded,15735.4
O0014946,C006460,2026-05-06 00:15:00,completed,13473.07
O0014947,C008332,2026-01-17 15:22:00,pending,9074.88
O0014948,C004900,2026-05-11 04:56:00,completed,16509.14
O0014949,C005242,2026-04-24 15:58:00,completed,2699.0
O0014950,C007371,2026-05-20 21:34:00,completed,7492.45
O0014951,C002235,2026-05-04 19:13:00,refunded,14494.97
O0014952,C009232,2026-04-05 12:56:00,refunded,2226.2
O0014953,C008462,2026-01-06 16:51:00,completed,4651.72
O0014954,C009473,2026-04-06 21:43:00,completed,7106.88
O0014955,C007013,2026-04-29 16:33:00,cancelled,9362.43
O0014956,C000823,2026-04-29 04:34:00,pending,4967.66
O0014957,C005601,2026-02-16 05:25:00,cancelled,1574.42
O0014958,C004648,2026-01-17 16:41:00,cancelled,922.06
O0014959,C009968,2026-01-07 19:00:00,completed,4379.61
O0014960,C008673,2026-04-07 13:51:00,cancelled,3399.23
O0014961,C008197,2026-06-17 10:22:00,cancelled,12419.79
O0014962,C002477,2026-03-28 18:38:00,completed,7176.21
O0014963,C004068,2026-03-17 10:12:00,completed,7639.32
O0014964,C008015,2026-03-13 05:26:00,completed,13253.38
O0014965,C007987,2026-03-04 04:00:00,completed,4541.68
O0014966,C004504,2026-02-08 23:14:00,completed,17106.79
O0014967,C001719,2026-04-16 06:00:00,completed,9446.31
O0014968,C003875,2026-05-24 18:10:00,completed,3779.6
O0014969,C001229,2026-03-06 21:49:00,pending,7875.34
O0014970,C005038,2026-04-19 09:16:00,completed,6632.52
O0014971,C002192,2026-03-04 23:02:00,completed,3694.75
O0014972,C008439,2026-03-08 12:16:00,completed,7849.71
O0014973,C004393,2026-04-03 05:02:00,completed,11493.48
O0014974,C006355,2026-03-10 08:29:00,pending,13239.21
O0014975,C001556,2026-06-04 21:19:00,pending,3779.6
O0014976,C006352,2026-05-08 07:43:00,completed,2779.54
O0014977,C000901,2026-01-02 22:11:00,completed,7610.43
O0014978,C005557,2026-03-02 05:34:00,pending,2773.05
O0014979,C001866,2026-02-10 20:50:00,pending,5585.95
O0014980,C001389,2026-05-28 17:54:00,completed,4470.16
O0014981,C005665,2026-02-03 08:14:00,completed,9814.68
O0014982,C006599,2026-02-01 06:48:00,refunded,2095.06
O0014983,C009153,2026-01-08 09:57:00,completed,2219.43
O0014984,C007028,2026-06-26 21:46:00,completed,12465.93
O0014985,C000317,2026-06-20 06:03:00,completed,3450.38
O0014986,C002014,2026-03-19 11:00:00,completed,3338.52
O0014987,C000484,2026-04-09 11:02:00,completed,2211.64
O0014988,C007330,2026-02-18 04:28:00,completed,8754.16
O0014989,C006402,2026-02-22 07:01:00,completed,1800.09
O0014990,C005756,2026-01-16 11:16:00,completed,8911.13
O0014991,C004991,2026-05-24 04:19:00,completed,8031.71
O0014992,C000839,2026-04-08 19:34:00,completed,8680.92
O0014993,C000758,2026-02-18 20:08:00,cancelled,24116.16
O0014994,C008162,2026-01-18 08:20:00,completed,5532.78
O0014995,C002069,2026-03-10 17:44:00,completed,3345.64
O0014996,C007431,2026-02-16 22:56:00,completed,18316.08
O0014997,C007196,2026-03-21 01:55:00,pending,494.14
O0014998,C007472,2026-01-04 18:07:00,pending,13213.14
O0014999,C003209,2026-01-20 04:25:00,completed,4970.13
O0015000,C000337,2026-03-03 19:30:00,completed,2102.67
O0015001,C002583,2026-04-29 18:09:00,completed,10086.37
O0015002,C006665,2026-03-04 03:31:00,completed,12018.55
O0015003,C005659,2026-04-24 17:33:00,completed,5052.01
O0015004,C003678,2026-04-01 00:17:00,completed,13819.73
O0015005,C000668,2026-05-26 07:33:00,completed,7637.31
O0015006,C007763,2026-04-16 08:42:00,completed,6844.97
O0015007,C003199,2026-04-22 01:10:00,cancelled,9539.85
O0015008,C005596,2026-06-08 16:44:00,completed,16144.0
O0015009,C004826,2026-01-30 01:45:00,pending,12345.07
O0015010,C003781,2026-01-16 17:59:00,completed,2918.08
O0015011,C006996,2026-01-18 02:42:00,completed,7362.96
O0015012,C003891,2026-03-11 21:30:00,completed,12457.52
O0015013,C000332,2026-01-14 14:28:00,completed,7186.63
O0015014,C000969,2026-02-05 14:05:00,refunded,9107.04
O0015015,C001197,2026-03-10 08:03:00,refunded,23571.84
O0015016,C009826,2026-02-10 18:16:00,completed,3595.06
O0015017,C003209,2026-03-15 03:55:00,completed,3980.18
O0015018,C006785,2026-02-27 01:24:00,completed,3808.22
O0015019,C008336,2026-06-27 15:17:00,completed,1093.24
O0015020,C000619,2026-05-04 03:25:00,completed,1592.58
O0015021,C002550,2026-05-05 14:50:00,pending,2292.69
O0015022,C003856,2026-03-21 18:22:00,completed,2203.49
O0015023,C008271,2026-05-14 14:18:00,completed,2795.16
O0015024,C009871,2026-04-09 08:47:00,completed,12314.14
O0015025,C000546,2026-04-23 18:26:00,completed,6386.56
O0015026,C003929,2026-02-03 17:32:00,completed,10084.44
O0015027,C004033,2026-04-13 06:19:00,completed,2924.3
O0015028,C008988,2026-06-20 17:42:00,refunded,9391.08
O0015029,C005706,2026-01-11 13:21:00,completed,11964.44
O0015030,C004366,2026-01-23 04:52:00,completed,15414.21
O0015031,C000033,2026-02-19 16:58:00,completed,1836.78
O0015032,C007736,2026-02-13 21:27:00,pending,14002.27
O0015033,C002260,2026-01-26 10:21:00,completed,416.84
O0015034,C001486,2026-04-09 01:19:00,completed,6691.68
O0015035,C000602,2026-01-26 23:15:00,pending,6767.92
O0015036,C000689,2026-06-29 01:03:00,cancelled,11564.2
O0015037,C009287,2026-03-30 08:33:00,completed,5883.89
O0015038,C008153,2026-01-28 16:55:00,refunded,8398.88
O0015039,C008491,2026-02-11 07:18:00,completed,9473.8
O0015040,C008232,2026-01-31 01:09:00,pending,10300.88
O0015041,C009145,2026-04-16 01:44:00,completed,7748.07
O0015042,C001768,2026-06-21 07:39:00,pending,6057.16
O0015043,C006567,2026-03-13 17:42:00,completed,13284.36
O0015044,C005161,2026-03-16 08:14:00,completed,6658.8
O0015045,C005740,2026-06-11 06:20:00,completed,14319.26
O0015046,C006131,2026-04-15 00:16:00,completed,11325.81
O0015047,C003052,2026-01-19 20:19:00,pending,2636.01
O0015048,C001011,2026-04-28 19:51:00,completed,4142.31
O0015049,C004600,2026-02-12 22:38:00,completed,8278.56
O0015050,C006841,2026-03-29 05:17:00,completed,3057.14
O0015051,C006126,2026-02-19 06:50:00,completed,2832.92
O0015052,C008143,2026-06-27 01:48:00,completed,12479.14
O0015053,C001299,2026-05-31 06:39:00,completed,3978.04
O0015054,C003922,2026-02-28 08:44:00,completed,6395.49
O0015055,C002996,2026-03-18 20:39:00,pending,844.65
O0015056,C003254,2026-01-19 01:46:00,completed,10390.42
O0015057,C007754,2026-02-19 09:37:00,completed,10156.86
O0015058,C007261,2026-04-06 02:31:00,completed,7179.01
O0015059,C006566,2026-01-15 21:44:00,completed,15492.28
O0015060,C002298,2026-01-25 04:59:00,completed,6419.24
O0015061,C000767,2026-05-13 05:00:00,completed,11686.58
O0015062,C000613,2026-06-21 14:37:00,completed,10399.36
O0015063,C009611,2026-05-14 19:55:00,completed,11873.57
O0015064,C002630,2026-01-05 20:14:00,cancelled,4037.3
O0015065,C005896,2026-01-27 00:42:00,completed,9493.16
O0015066,C009172,2026-03-30 11:08:00,completed,2250.34
O0015067,C009459,2026-05-03 03:25:00,completed,6661.62
O0015068,C000259,2026-04-09 09:59:00,cancelled,8593.36
O0015069,C006642,2026-01-31 09:25:00,completed,10132.91
O0015070,C002449,2026-03-04 16:34:00,completed,10379.04
O0015071,C007511,2026-06-03 09:06:00,pending,10250.1
O0015072,C007392,2026-01-17 21:21:00,cancelled,3019.04
O0015073,C001012,2026-05-14 04:38:00,completed,14605.31
O0015074,C005705,2026-01-19 15:51:00,cancelled,7220.92
O0015075,C002537,2026-05-23 16:12:00,cancelled,16496.68
O0015076,C007377,2026-06-04 13:40:00,completed,14458.36
O0015077,C000883,2026-05-24 23:02:00,completed,14902.58
O0015078,C004606,2026-05-01 04:52:00,cancelled,17900.28
O0015079,C007646,2026-06-06 12:51:00,cancelled,3362.07
O0015080,C005443,2026-01-27 07:22:00,completed,6212.56
O0015081,C001020,2026-04-13 08:25:00,refunded,11290.91
O0015082,C005800,2026-06-04 10:14:00,completed,7446.66
O0015083,C003891,2026-03-30 04:24:00,completed,7646.58
O0015084,C002915,2026-02-03 02:14:00,completed,5044.06
O0015085,C009416,2026-06-26 16:08:00,completed,9221.55
O0015086,C002133,2026-02-21 18:18:00,completed,6195.6
O0015087,C008977,2026-01-23 03:27:00,pending,6467.37
O0015088,C008300,2026-04-27 06:45:00,completed,890.12
O0015089,C002616,2026-03-29 22:24:00,pending,4935.86
O0015090,C005672,2026-03-21 08:59:00,completed,9741.92
O0015091,C008638,2026-04-11 05:27:00,cancelled,6302.23
O0015092,C002613,2026-01-18 10:56:00,completed,8744.7
O0015093,C003795,2026-01-27 22:39:00,completed,16983.96
O0015094,C001797,2026-06-27 10:30:00,completed,4835.88
O0015095,C005270,2026-03-29 08:16:00,completed,8042.68
O0015096,C004145,2026-02-08 12:46:00,completed,2292.77
O0015097,C000807,2026-05-25 02:45:00,completed,7483.45
O0015098,C003831,2026-04-18 19:46:00,cancelled,6015.17
O0015099,C004987,2026-06-25 23:42:00,completed,11116.34
O0015100,C008103,2026-06-13 20:28:00,completed,8852.37
O0015101,C006321,2026-02-02 18:41:00,completed,15467.55
O0015102,C001608,2026-05-24 09:49:00,completed,18010.76
O0015103,C007824,2026-01-30 02:56:00,cancelled,708.59
O0015104,C006098,2026-05-08 13:42:00,completed,9483.89
O0015105,C001386,2026-04-15 05:27:00,completed,7223.56
O0015106,C009243,2026-01-29 05:13:00,completed,936.96
O0015107,C001604,2026-05-01 04:04:00,completed,7733.2
O0015108,C004403,2026-06-22 07:02:00,completed,1085.06
O0015109,C006285,2026-05-10 00:55:00,completed,11721.31
O0015110,C002007,2026-01-11 14:26:00,completed,5609.01
O0015111,C009827,2026-06-09 23:19:00,completed,3494.34
O0015112,C002817,2026-01-26 19:24:00,completed,1591.97
O0015113,C001761,2026-05-24 16:42:00,completed,12395.75
O0015114,C007462,2026-02-26 18:50:00,completed,1594.68
O0015115,C001294,2026-02-14 05:11:00,completed,2086.79
O0015116,C007495,2026-01-22 12:01:00,pending,5000.96
O0015117,C006723,2026-03-01 17:06:00,completed,4472.88
O0015118,C009508,2026-01-30 07:32:00,completed,3567.28
O0015119,C007349,2026-01-21 05:52:00,completed,4722.14
O0015120,C000357,2026-06-13 23:24:00,completed,924.35
O0015121,C005206,2026-05-10 16:48:00,completed,923.98
O0015122,C001152,2026-03-13 20:28:00,completed,7679.38
O0015123,C009930,2026-05-19 10:34:00,completed,17140.84
O0015124,C002828,2026-04-17 04:56:00,completed,1355.36
O0015125,C001731,2026-04-11 17:30:00,completed,3910.8
O0015126,C004581,2026-03-29 20:40:00,completed,3764.25
O0015127,C002951,2026-05-26 23:51:00,completed,6055.34
O0015128,C003496,2026-05-04 04:18:00,pending,575.64
O0015129,C002136,2026-01-14 08:57:00,completed,9655.6
O0015130,C006504,2026-01-18 07:22:00,completed,2815.62
O0015131,C005559,2026-06-22 08:11:00,completed,7103.44
O0015132,C008236,2026-02-03 12:22:00,completed,15444.7
O0015133,C001859,2026-05-04 22:54:00,completed,8752.69
O0015134,C007066,2026-02-07 07:50:00,completed,13801.7
O0015135,C005966,2026-04-28 13:22:00,completed,11188.37
O0015136,C003450,2026-02-15 19:08:00,completed,9953.62
O0015137,C005310,2026-06-20 11:46:00,pending,27398.8
O0015138,C005649,2026-01-04 21:53:00,cancelled,4996.15
O0015139,C009616,2026-02-08 17:33:00,completed,12063.12
O0015140,C007768,2026-06-26 09:42:00,completed,10310.04
O0015141,C007029,2026-02-17 07:58:00,completed,21212.1
O0015142,C005413,2026-06-24 23:23:00,completed,11631.2
O0015143,C009005,2026-01-02 06:19:00,completed,16890.9
O0015144,C007280,2026-04-20 19:36:00,completed,8352.41
O0015145,C002970,2026-01-02 15:39:00,completed,10143.0
O0015146,C003915,2026-05-29 16:01:00,completed,2606.76
O0015147,C001225,2026-04-05 03:10:00,completed,15913.09
O0015148,C008184,2026-06-11 03:23:00,completed,7698.6
O0015149,C005568,2026-03-21 11:18:00,completed,10905.53
O0015150,C007315,2026-06-14 03:46:00,completed,83.21
O0015151,C002483,2026-02-16 10:09:00,completed,5328.94
O0015152,C007521,2026-04-15 08:03:00,pending,14795.02
O0015153,C000424,2026-06-17 18:23:00,completed,11324.35
O0015154,C007177,2026-06-06 13:02:00,completed,9182.08
O0015155,C004028,2026-02-22 21:26:00,completed,3176.81
O0015156,C009082,2026-02-28 11:33:00,completed,2547.91
O0015157,C005867,2026-02-13 06:55:00,completed,3677.24
O0015158,C001975,2026-05-01 11:54:00,completed,11749.12
O0015159,C000453,2026-03-28 23:01:00,completed,2050.77
O0015160,C009400,2026-01-05 05:16:00,completed,13065.43
O0015161,C001807,2026-04-12 16:22:00,completed,4942.16
O0015162,C009681,2026-06-03 08:03:00,completed,8497.52
O0015163,C007908,2026-06-02 06:19:00,cancelled,8634.67
O0015164,C008213,2026-05-12 09:35:00,completed,6575.08
O0015165,C003741,2026-05-23 13:18:00,pending,1049.1
O0015166,C006180,2026-06-23 10:46:00,refunded,25056.28
O0015167,C001417,2026-05-07 07:15:00,completed,508.14
O0015168,C002357,2026-02-17 10:49:00,pending,16228.55
O0015169,C004292,2026-04-04 07:37:00,completed,8204.89
O0015170,C004251,2026-01-19 07:20:00,cancelled,11051.53
O0015171,C007240,2026-06-05 19:57:00,completed,10314.5
O0015172,C001604,2026-06-06 09:21:00,completed,550.9
O0015173,C000895,2026-04-27 18:04:00,completed,10219.15
O0015174,C003444,2026-05-16 02:24:00,completed,10724.68
O0015175,C009325,2026-02-07 02:54:00,completed,1414.33
O0015176,C000015,2026-05-24 09:41:00,completed,6825.77
O0015177,C002554,2026-05-22 22:48:00,completed,6239.46
O0015178,C006534,2026-02-12 10:18:00,completed,9832.55
O0015179,C008142,2026-01-30 23:44:00,completed,1277.92
O0015180,C005752,2026-04-04 05:02:00,cancelled,1847.16
O0015181,C003187,2026-04-16 10:06:00,completed,14839.79
O0015182,C009434,2026-02-02 05:12:00,completed,8537.46
O0015183,C001823,2026-01-21 02:45:00,cancelled,14941.93
O0015184,C000485,2026-03-04 00:25:00,pending,2251.79
O0015185,C004551,2026-02-08 02:46:00,cancelled,3468.51
O0015186,C007599,2026-04-08 01:00:00,completed,7649.05
O0015187,C008949,2026-03-12 05:25:00,completed,1086.83
O0015188,C009201,2026-04-28 16:37:00,completed,8143.77
O0015189,C004596,2026-04-15 20:41:00,completed,5999.3
O0015190,C008664,2026-03-13 07:12:00,pending,8722.31
O0015191,C004909,2026-02-19 02:33:00,completed,4935.24
O0015192,C004524,2026-06-04 03:51:00,completed,11775.52
O0015193,C004512,2026-06-09 12:11:00,completed,8007.04
O0015194,C005429,2026-04-27 13:11:00,completed,2699.56
O0015195,C007458,2026-05-15 10:07:00,completed,9664.72
O0015196,C000619,2026-02-09 06:42:00,completed,9074.88
O0015197,C005553,2026-05-28 12:58:00,completed,2754.68
O0015198,C005341,2026-02-20 00:55:00,completed,4084.48
O0015199,C005891,2026-03-02 11:24:00,refunded,15950.1
O0015200,C004734,2026-02-09 22:12:00,completed,5635.63
O0015201,C003444,2026-01-17 17:56:00,completed,10239.03
O0015202,C005744,2026-02-26 01:51:00,pending,9280.23
O0015203,C006605,2026-04-10 11:49:00,completed,3305.41
O0015204,C005152,2026-04-05 23:00:00,pending,12072.43
O0015205,C008683,2026-01-26 19:02:00,completed,5380.85
O0015206,C003471,2026-05-31 21:49:00,completed,8747.22
O0015207,C009170,2026-01-17 14:38:00,cancelled,11765.25
O0015208,C005037,2026-03-06 20:19:00,completed,6556.48
O0015209,C001571,2026-05-12 21:22:00,refunded,12604.76
O0015210,C002760,2026-03-16 13:57:00,completed,5920.36
O0015211,C006552,2026-05-30 06:49:00,completed,6178.32
O0015212,C007013,2026-02-07 08:57:00,completed,11833.72
O0015213,C004916,2026-03-22 18:27:00,completed,4992.73
O0015214,C008486,2026-02-23 16:46:00,pending,7855.2
O0015215,C006707,2026-01-21 09:10:00,completed,7955.81
O0015216,C003904,2026-05-19 12:41:00,completed,1815.08
O0015217,C006212,2026-02-05 19:21:00,completed,10090.9
O0015218,C001066,2026-04-10 01:33:00,completed,9994.42
O0015219,C009829,2026-06-30 01:01:00,completed,4020.76
O0015220,C009999,2026-05-15 09:04:00,completed,1600.9
O0015221,C006608,2026-01-20 21:23:00,completed,19531.18
O0015222,C009728,2026-02-18 20:17:00,completed,17534.66
O0015223,C000330,2026-06-20 09:09:00,completed,2085.4
O0015224,C004957,2026-01-15 23:18:00,completed,4064.32
O0015225,C005238,2026-05-07 23:58:00,pending,17538.12
O0015226,C005921,2026-03-03 23:33:00,completed,8615.28
O0015227,C003710,2026-05-15 12:11:00,completed,13433.77
O0015228,C006810,2026-03-31 15:07:00,completed,4134.36
O0015229,C009616,2026-02-22 12:15:00,completed,14373.72
O0015230,C007154,2026-06-17 22:00:00,cancelled,677.52
O0015231,C003513,2026-03-08 09:20:00,completed,15718.98
O0015232,C001271,2026-01-26 06:10:00,cancelled,4137.03
O0015233,C003537,2026-03-28 18:34:00,pending,5273.1
O0015234,C006975,2026-06-02 15:53:00,pending,20277.77
O0015235,C007800,2026-03-25 23:05:00,cancelled,4527.4
O0015236,C000735,2026-03-03 20:55:00,completed,7662.46
O0015237,C009484,2026-05-05 07:07:00,completed,10670.66
O0015238,C008008,2026-05-16 18:52:00,completed,9493.95
O0015239,C004742,2026-06-12 16:32:00,pending,1506.96
O0015240,C000238,2026-02-10 04:40:00,pending,4260.54
O0015241,C002814,2026-05-03 12:49:00,completed,9725.9
O0015242,C009741,2026-06-24 06:17:00,completed,3536.64
O0015243,C001117,2026-01-11 21:39:00,completed,7073.81
O0015244,C005945,2026-06-10 15:37:00,completed,4666.48
O0015245,C000404,2026-05-10 16:38:00,refunded,22401.65
O0015246,C007673,2026-01-06 12:21:00,completed,10698.15
O0015247,C008565,2026-04-13 15:21:00,completed,5310.87
O0015248,C002884,2026-04-08 17:47:00,completed,8995.96
O0015249,C000724,2026-05-08 13:15:00,cancelled,11071.97
O0015250,C003172,2026-01-05 22:28:00,refunded,4142.38
O0015251,C000392,2026-03-31 03:36:00,completed,6255.94
O0015252,C008480,2026-04-20 01:56:00,completed,4154.28
O0015253,C004370,2026-01-22 23:40:00,completed,5786.3
O0015254,C004366,2026-01-18 04:01:00,completed,6072.93
O0015255,C004118,2026-06-20 01:04:00,completed,4829.02
O0015256,C000881,2026-02-05 06:34:00,cancelled,137.76
O0015257,C005144,2026-06-19 10:04:00,completed,11677.58
O0015258,C001813,2026-05-07 14:58:00,completed,9205.11
O0015259,C009247,2026-04-25 15:19:00,completed,1244.55
O0015260,C008432,2026-05-28 21:36:00,completed,18565.17
O0015261,C005599,2026-04-20 11:37:00,completed,1778.21
O0015262,C004532,2026-04-22 21:30:00,completed,3989.59
O0015263,C009051,2026-04-06 23:51:00,completed,1053.44
O0015264,C000088,2026-01-15 20:12:00,completed,5035.6
O0015265,C006008,2026-05-31 16:59:00,completed,1412.91
O0015266,C001353,2026-01-24 03:24:00,refunded,9448.85
O0015267,C005151,2026-01-29 18:53:00,completed,1760.62
O0015268,C001615,2026-06-09 11:44:00,completed,6606.58
O0015269,C007125,2026-05-13 08:51:00,pending,14225.07
O0015270,C004303,2026-06-12 14:31:00,completed,7166.85
O0015271,C002065,2026-01-22 07:51:00,pending,3232.36
O0015272,C001431,2026-04-11 07:36:00,completed,1218.31
O0015273,C006373,2026-02-02 06:13:00,completed,12210.38
O0015274,C003132,2026-01-31 01:14:00,completed,11057.49
O0015275,C008543,2026-04-27 16:17:00,completed,4705.54
O0015276,C001279,2026-04-26 00:57:00,completed,6014.09
O0015277,C007471,2026-04-09 00:07:00,completed,501.2
O0015278,C009527,2026-01-31 01:55:00,pending,12905.41
O0015279,C004364,2026-02-28 00:47:00,completed,6691.71
O0015280,C006135,2026-03-12 09:15:00,completed,5119.24
O0015281,C002374,2026-04-03 05:47:00,pending,3338.01
O0015282,C008528,2026-06-30 16:08:00,completed,12804.3
O0015283,C005869,2026-04-21 06:44:00,completed,1008.09
O0015284,C008532,2026-01-24 06:58:00,completed,15147.04
O0015285,C006033,2026-02-10 14:50:00,completed,3460.74
O0015286,C005908,2026-06-21 06:21:00,pending,4974.15
O0015287,C003417,2026-06-04 07:21:00,completed,2431.65
O0015288,C007031,2026-02-28 23:22:00,completed,1412.4
O0015289,C003494,2026-03-26 23:47:00,cancelled,4395.63
O0015290,C009463,2026-06-25 03:10:00,completed,13515.73
O0015291,C004903,2026-05-31 13:12:00,refunded,9655.6
O0015292,C003253,2026-05-04 00:22:00,completed,7419.82
O0015293,C004841,2026-04-02 19:57:00,completed,14955.57
O0015294,C003112,2026-03-23 19:52:00,completed,10964.7
O0015295,C008036,2026-06-25 10:37:00,completed,688.58
O0015296,C003052,2026-01-04 20:45:00,completed,12807.97
O0015297,C006066,2026-01-26 17:03:00,cancelled,931.04
O0015298,C004285,2026-03-30 23:38:00,completed,331.31
O0015299,C001089,2026-03-09 07:06:00,completed,4789.27
O0015300,C007584,2026-05-26 16:50:00,completed,2115.55
O0015301,C000493,2026-02-07 22:13:00,completed,6429.76
O0015302,C009898,2026-03-06 01:00:00,completed,13589.02
O0015303,C002365,2026-01-01 06:10:00,completed,3904.6
O0015304,C008594,2026-03-23 13:08:00,cancelled,6006.29
O0015305,C005426,2026-01-18 21:12:00,completed,7835.77
O0015306,C003165,2026-03-06 06:29:00,completed,10800.33
O0015307,C007533,2026-01-17 08:24:00,completed,7417.6
O0015308,C008609,2026-01-05 00:11:00,completed,7070.91
O0015309,C002491,2026-03-04 10:47:00,completed,8090.92
O0015310,C005826,2026-03-27 03:09:00,cancelled,4105.84
O0015311,C007260,2026-04-19 11:58:00,completed,9985.17
O0015312,C007025,2026-05-27 23:18:00,completed,12108.25
O0015313,C007000,2026-02-17 08:28:00,completed,3065.82
O0015314,C009885,2026-03-20 09:28:00,completed,3447.17
O0015315,C008914,2026-01-06 23:32:00,refunded,1425.94
O0015316,C009421,2026-05-21 08:33:00,completed,8046.51
O0015317,C000873,2026-06-01 16:04:00,cancelled,2289.08
O0015318,C002724,2026-06-06 12:46:00,completed,4198.8
O0015319,C001272,2026-06-10 06:36:00,completed,13900.75
O0015320,C003248,2026-03-22 01:32:00,completed,2369.76
O0015321,C004904,2026-01-09 19:44:00,pending,4738.65
O0015322,C005475,2026-03-31 02:00:00,pending,3036.39
O0015323,C007211,2026-01-02 05:18:00,completed,9483.84
O0015324,C006277,2026-04-24 13:32:00,refunded,15008.01
O0015325,C008779,2026-05-10 09:17:00,completed,4931.1
O0015326,C000377,2026-06-18 20:47:00,completed,1842.99
O0015327,C003110,2026-06-28 01:26:00,cancelled,13111.49
O0015328,C005420,2026-04-18 23:47:00,cancelled,2065.71
O0015329,C005367,2026-01-31 01:52:00,completed,3453.66
O0015330,C005788,2026-03-05 19:11:00,completed,14651.36
O0015331,C008905,2026-06-21 00:12:00,completed,8085.29
O0015332,C007882,2026-06-21 08:46:00,cancelled,5221.62
O0015333,C004500,2026-02-20 10:50:00,completed,8449.76
O0015334,C009074,2026-05-28 16:52:00,completed,7408.73
O0015335,C009757,2026-01-11 18:59:00,refunded,3230.64
O0015336,C009410,2026-03-25 11:56:00,pending,15292.19
O0015337,C006327,2026-05-30 00:12:00,completed,15605.7
O0015338,C009227,2026-04-16 12:46:00,completed,22814.23
O0015339,C008113,2026-05-19 15:09:00,completed,11074.23
O0015340,C002853,2026-05-04 17:44:00,completed,4623.82
O0015341,C009684,2026-06-27 23:51:00,cancelled,12224.46
O0015342,C007224,2026-03-02 08:23:00,completed,8120.82
O0015343,C003658,2026-02-01 02:59:00,refunded,1342.34
O0015344,C008154,2026-04-29 16:56:00,pending,4555.32
O0015345,C001768,2026-01-02 11:59:00,cancelled,7331.2
O0015346,C000131,2026-01-15 19:14:00,completed,9756.03
O0015347,C000605,2026-03-11 18:01:00,completed,4103.34
O0015348,C008399,2026-01-02 05:37:00,completed,17162.61
O0015349,C008144,2026-05-17 07:00:00,cancelled,5401.62
O0015350,C006288,2026-04-02 08:20:00,pending,17345.69
O0015351,C002865,2026-06-30 10:55:00,completed,2369.5
O0015352,C002985,2026-04-30 23:58:00,completed,5343.23
O0015353,C005023,2026-03-16 15:09:00,completed,4864.54
O0015354,C000330,2026-02-10 03:57:00,completed,6362.55
O0015355,C002651,2026-02-25 14:00:00,completed,15284.39
O0015356,C009177,2026-05-01 00:40:00,completed,4496.49
O0015357,C000661,2026-04-12 04:51:00,completed,1624.37
O0015358,C001338,2026-06-30 08:04:00,completed,6529.57
O0015359,C002321,2026-02-22 21:18:00,completed,1376.62
O0015360,C009907,2026-02-01 13:44:00,completed,78.06
O0015361,C002416,2026-06-23 07:43:00,completed,8189.72
O0015362,C008528,2026-05-20 22:50:00,completed,15515.88
O0015363,C008106,2026-05-01 15:27:00,completed,2320.06
O0015364,C009544,2026-02-07 16:12:00,completed,9898.95
O0015365,C000499,2026-05-09 11:52:00,completed,1554.5
O0015366,C000033,2026-05-28 06:01:00,refunded,331.31
O0015367,C008161,2026-05-18 10:46:00,completed,8899.84
O0015368,C004117,2026-04-20 06:34:00,completed,9290.92
O0015369,C006416,2026-02-11 23:43:00,completed,15153.46
O0015370,C006008,2026-02-22 01:54:00,completed,5811.83
O0015371,C004064,2026-06-03 01:37:00,pending,3274.3
O0015372,C003356,2026-03-22 23:21:00,completed,16079.29
O0015373,C002115,2026-01-05 07:30:00,completed,12596.14
O0015374,C007350,2026-04-04 09:56:00,cancelled,6219.92
O0015375,C004110,2026-01-23 14:28:00,completed,2809.94
O0015376,C001154,2026-06-24 06:26:00,completed,18132.31
O0015377,C009824,2026-01-13 06:11:00,completed,6363.06
O0015378,C002021,2026-02-14 03:42:00,cancelled,14050.28
O0015379,C009300,2026-06-18 17:03:00,cancelled,14509.36
O0015380,C008051,2026-03-12 10:15:00,pending,1017.41
O0015381,C005641,2026-03-21 04:23:00,completed,19689.23
O0015382,C003178,2026-06-24 14:14:00,completed,1592.58
O0015383,C008673,2026-01-08 09:00:00,completed,4797.94
O0015384,C009500,2026-01-25 20:36:00,completed,7223.69
